id,type,text1,text2,text3,text4,text5,notes
desert_moons_ruins,GALLERY,Wüstenmondruinen,"Ein uraltes Sporenraumschiff stieß auf Cibola in einer kühleren und feuchteren Ära als seinem Gleichgewichtszustand, wodurch es innerhalb der Kolonisierungsparameter des Raumschiffs lag. Spätere Domain-Forscher fanden eine sterbende Welt vor, die von einer kleinen, rückständigen und verzweifelten Zivilisation bevölkert war, die um ihr Überleben kämpfte.",,,,
quartermaster,GALLERY,Quartiermeister,"„Glauben Sie etwa, die Trägheitsdämpfer würden Sie bei einem Kampfmanöver schützen? Wenn sie nicht verstaut sind, sind sie wie Raketen, die darauf warten, Sie und die nächsten drei Besatzungsmitglieder, die den Zugangsschacht hinaufkommen, in Stücke zu reißen. Ich möchte, dass diese beschämende Unordnung vor Schichtende beseitigt wird.“",entsperrt,,,
comm_relay,GALLERY,Kommunikationsrelais,"Diese Kommunikationsplattform nutzte längst überholte Technologie aus der Domain-Ära, blieb jedoch für das zivilisierte Leben in Persean Sector unverzichtbar. Die schnell pulsierenden Hyperwellen, die für die FTL-Datenübertragung geeignet sind, schädigen nachweislich die DNA, sodass diese Relais immer weit entfernt von Wohngebieten stationiert wurden.",,,,
abandoned_station,GALLERY,Verlassener Bahnhof 1,"Das Kolonisierungsprogramm schrieb den Bau von Orbitalinfrastrukturen rund um wichtige Gravitationsquellen vor, darunter Reparaturdocks, industrielle Nanoforgen, Kommunikationsknotenpunkte, Terraforming-Depots, Waffenlager, Forschungslabore und Wohnräume für aufgetaute Kryoschläfer. Vieles davon ist noch erhalten. Noch mehr ist jedoch zerbrochen und tot wie die gierigen Träume des Menschen Domain.",entsperrt,,,
abandoned_station2,GALLERY,Verlassener Bahnhof 2,"„In den alten Orbitalen gibt es Geister – lach nicht, du Dreckfuß. Es ist wahr. Ich habe sie gesehen ... oder besser gesagt, ich habe sie eher gespürt als gesehen. Sie hinterlassen Spuren. Störungen in der Kommunikation, wenn man tief drin ist. Ventile, die sich lösen, wenn man nicht hinschaut. Werkzeuge, die nicht mehr dort sind, wo man sie verstaut hat. Es sind große Gräber, und man sollte sie besser in Ruhe lassen.“",,"- Encela „Boomer” Blackborn, Spacer",,
abandoned_station3,GALLERY,Verlassener Bahnhof,"Die meisten verlassenen Stationen wurden schon vor langer Zeit geplündert. Was übrig geblieben ist, sind die entblößten Fundamente eines untergegangenen Imperiums: verbogene Spanten, zerbrochene Agrav-Platten, zerschmetterte Maschinen und durch thermische Zyklen zerstörte Nähte. Einige Schmuggler und Schwarzmarkthändler nutzen die lange, ruhige Umlaufbahn dieser Stationen als Abgabepunkte. Ein Dutzend Leichen und ein ausgehöhlter Shuttle sind keine Seltenheit, wenn ein Geschäft schiefgegangen ist.",,,,
jangala_station,GALLERY,Jangala Station,"Eine umkreisende Megacity, eine Marinewerft und ein Hafen – die Achse von Corvus, umschwärmt vom Verkehr der Raumschiffe. Alte Reparaturkräne schlichen zwischen korrodierten Industriehangars im Schatten von Laborringen und Unterstützungsmodulen umher. Noch höher oben wurden die Handelshallen und Metroplex-Bezirke von der C&C-Spitze bewacht, die mit Waffenpods gespickt war.",,,,
industrial_megafacility,GALLERY,Industrielle Megaanlage,"Die Schwerindustrie stützte sich auf große Nano-Schmieden, die aus den Ruinen des Domain geborgen worden waren. Allerdings verschlechterte sich die Qualität ihrer Produktion im Laufe der Zeit; Beschädigungen im Nanobereich führten zu immer größeren makroskopischen Fehlern. Ein Großteil der Produktion musste mit groben Methoden repariert werden, vieles wurde verschrottet und als raffiniertes Ausgangsmaterial zurückgeführt, nach dem die alternden Schmieden ständig hungerten.",,,,
terran_orbit,GALLERY,Terranische Umlaufbahn,"Die Spezifikationen der Eridani-Utopia Terraforming Corporation liefern die am weitesten verbreitete „terranische” Basislinie für die angeblich ideale menschliche Umwelt. Die zahlreichen Abweichungen der natürlichen Planetenumgebungen von den Spezifikationen können durch technologische Eingriffe korrigiert werden, darunter Eisasteroidenbeschuss, Orbitalverbrennungen, biomodifizierte Ökosysteme, orbitale Megastrukturen und andere von der EUT bereitgestellte Methoden.",entsperrt,,,
pirate_station,GALLERY,Piratenstation,"„Chaos? Nein, Sir, das ist Ehrlichkeit. Wenn hier jemand Sie töten will, sehen Sie es in seinen Augen, bevor er etwas unternimmt. Das ist besser, als wenn ein Computer in einem Büro irgendwo außerhalb dieser Welt entscheidet, dass es sich nicht lohnt, Ihre Luftzufuhr aufrechtzuerhalten.“ Leider wurde mein Begleiter in der nächsten Schicht tot aufgefunden. Ironischerweise wurde er in den Rücken geschossen.",,,,
urban00,GALLERY,Metroplex 00,"Statistische Stichproben deuten darauf hin, dass ein erheblicher Prozentsatz aller wirtschaftlichen Aktivitäten in diesem Sektor „schwarz” ist und ein bedeutender Teil davon an „Piraten” und sogenannte „entzivilisierte” Bevölkerungsgruppen geht, ganz zu schweigen von den Menschen ohne Papiere innerhalb des Kerns selbst. Die Volkszählung des Persean Sector könnte um bis zu eine Größenordnung daneben liegen. Stellen Sie sich das einmal vor!",entsperrt,,,
urban01,GALLERY,Metroplex 01,"Die Bewohner von Chicomoztoc, die Mehrheit der Bevölkerung von Persean Sector, lebten in riesigen unterirdischen Arkologien, die in die schlafende Kruste ihrer Welt gesprengt worden waren. Diese Ansammlung miteinander verbundener Bienenstockstädte wurde ebenso oft von mächtigen Demagogen regiert, die Reformen und Arbeitsplätze versprachen, wie von technokratisch-kriminellen Patronagenetzwerken, die ihren Anhängern Beute verteilten – und Einfluss an diejenigen, die sie bezahlten.",entsperrt,,,
urban02,GALLERY,Kay-Arco,"Die zyklopische Arkologie-Unterkonstruktion blitzte durch die Fenster des primären Ringrohrs in Richtung eines entfernten Abschnitts des Metroplexes. Ein kleinerer Personenaufzug war erfüllt vom Geruch nach Schweiß und Maschinenöl, als eine Schicht von Unterwasserarbeitern nach Hause zurückkehrte. Für kurze Sekunden waren die hoch aufragenden Arme von Kay-arco zu sehen, die mit Tausenden von Fenstern glitzerten, bevor sie wieder von einer verschwommenen, schimmeligen Verkleidung verdunkelt wurden.",entsperrt,,,
urban03,GALLERY,Bienenstock-Stadt,"Die Bienenstöcke von Chicomoztoc wurden gelegentlich durch Unruhen, Proteste oder Aufstände lahmgelegt. Aber solange die großen Schmieden weiterhin Raumschiffe, Maschinen und Güter produzierten, mischte sich die Hegemony nur geringfügig in diese große Unterwelt der Menschheit ein.",,,,
orbital,GALLERY,Orbitalstation,"Riesige Orbitalstationen beherbergten Werften, Wohnräume, Fabriken und Lagerbestände an Waffen und Vorräten. Diese Plattformen ermöglichten es den Überlebenden der Menschheit, interstellare Gemeinwesen zu organisieren und militärische und wirtschaftliche Macht über das gesamte Persean Sector auszuüben.",,,,
mine,GALLERY,Gehen,"„Es ist eine Geschichte, die so alt ist wie die Zeit selbst. Wir müssen das Gute da unten herausholen und irgendwo anders hinbringen, wo es jemand anderen reich machen kann.“ „Es ist zwar eine mühsame Arbeit, aber es gibt Möglichkeiten, damit umzugehen.“",,,,
mairaath,GALLERY,Ruinen von Mairaath,"Albtraumhafte Stürme umkreisten den Globus und wirbelten die Asche einer zerstörten Welt auf. Selbst nach der apokalyptischen Zerstörung von Mairaath kauerte die Menschheit noch immer in den zerfallenen Ruinen großer Städte, die vom unaufhörlichen Wind zerstört worden waren.",,,,
eochu_bres,GALLERY,"Eochu Bres, Xanadu","Die glänzenden Arkologien der Tri-Tachyon Corporation ragten über einer chaotisch wuchernden Slumsiedlung empor. Die Angestellten des Unternehmens wurden in der Hochstadt Xanadu geboren, lebten und starben dort unter dem Schutz von Sicherheitsdrohnen, während eine verzweifelte Klasse verarmter Arbeiter in der Unterstadt lebte, wo alles Mögliche gekauft und verkauft wurde.",,,,
eochu_bres_landing,GALLERY,"Eochu Bres, Skyarco II","Glänzende Monolithen funkelten, Speere des Kapitals ragten durch das finstere Fleisch der Welt empor. Skyarco II ragte prismatisch empor. Das Shuttle landete auf einer Landeplattform, die durch eine luftige Stützrippe in einiger Entfernung von der Fassade gehalten wurde. Es sah unglaublich dünn aus, fühlte sich aber nach der Landung solide wie ein Berg an.",,,,
survey,GALLERY,Planetenuntersuchung,"Der Rand des Persean Second ist voller Welten, die verloren, vergessen und für das aus Fleisch geborene Bewusstsein völlig unsichtbar sind.

Es gibt grüne Felder mit giftigem fremdem Leben, mit Stickstoffschnee bedeckte Gräber, brodelnde Kessel aus Magma und Schwefel und Planeten aus lebenden Stürmen; riesige Schätze, die es zu entdecken gilt, barbarische Welten, die nicht in der Lage sind, zu den Sternen zu fliegen, und Waffen aus alten Kriegen, die bereit sind, jeden Eindringling anzugreifen.",entsperrt,,,
luddic_shrine,GALLERY,Luddic-Schrein,"Den Pilgern wurden Tee, Wasser und rituelle Waschungen angeboten. Die Luft war erfüllt von Schweiß und Weihrauch. Überall floss ein Strom aus Glauben und Ritualen. In den Entbehrungen des Lebens im Persean Sector, wie auch in den Entbehrungen der Pilgerreise, fanden die Gläubigen eine Art Frieden und Sinn in dem Vakuum, das der Zusammenbruch hinterlassen hatte.",,,,
orbital_construction,GALLERY,Orbitalbau,"Die Keramikbeschichtung blätterte langsam ab, in einem ewig andauernden, kaskadenartigen Versagenszustand. Freigelegte Metallrippen, gebleicht von Sternwinden, luden sich auf und entluden sich in einem pulsierenden Tanz aus Magnetfeldern, dem Summen der Umlaufbahnen und dem nagenden Scirocco der Mikrometeoriten.",,,,
dead_gate,GALLERY,Totes Tor,"„Die Menschheit war fortan über die Galaxie verstreut, sprach eine Sprache und war durch den Dämon Gates in einem weltlichen Gesetz vereint. Aber wir hatten die Gesetze Gottes vergessen, die mächtiger sind als jede Fusionslanze! Gott würde die Menschheit an ihren Platz im Universum erinnern.“",,,,
active_gate,GALLERY,Aktives Tor,"Es ist ein summender Ring aus diamantartigem Material. Wenn man weiß, wie man hinschauen muss, können Sensoren ihre schwachen Schwingungen in höheren Dimensionen erkennen. Es ist wie ein kaum hörbares Lied, eine Tür, die darauf wartet, geöffnet zu werden.",,,,
eventide,GALLERY,Eventide,"Führende Familien von Eventide sponserten die Sternspiegel und -schirme, um Inseln komfortabler Bewohnbarkeit zu erhalten. Die Entehrten und Armen hingegen lebten in den Randgebieten der Dämmerung, wo sie die harten klimatischen Veränderungen des langsamen Sommertag-Winternacht-Zyklus in voller Stärke ertragen mussten.",,,,
volturn,GALLERY,"Volturn, Ozeanwelt","Der Hafen von Volturn wurde auf einer losen Flotte riesiger, versengter Lastkähne errichtet, die in einem öligen Meer schwammen. Entladende Raumfahrer werden von mürrischen Sicherheitsbeamten befragt und dann in die Händlerhalle gelassen. Händler in langweiligen Anzügen, deren Kragen pflichtbewusst mit Loyalitätsansteckern verziert waren, reichten ein Datenpad herum, auf dem die Ladungsmanifeste der ankommenden Fracht gespeichert waren.",,,,
space_bar,GALLERY,Spaziergang Bar,"Die Trennwand war erfüllt vom menschlichen Rauschen der Gespräche und Feierlichkeiten. Ad-Holos summten leise aus den an der Decke montierten Projektoren und warfen grelle Lichtreflexe auf Gläser und Flaschen, während sich die Crews unter die Händler und Einheimischen mischten, die Getränke gegen Gerüchte, Jobs und Kontakte eintauschten.",,,,
pirate_bar,GALLERY,Piratenbar,"„Habt ihr das gehört? Salazars Leute halten uns für feige Drecksfresser.“ [Rufe, Buhrufe] „Ich sage, ich sage, sie irren sich! Ich sage, wir gehen raus und zeigen ihnen, wie der Sensenmann fliegt! Wer ist dabei?“ [Jubel, Stampfen, zerbrechendes Glas]",,,,
stellar_mirror,GALLERY,Sternspiegel,"Ultraleichte Orbitalspiegel-Arrays, die Sternenergie reflektieren und bündeln, waren ein gängiges Terraforming-Werkzeug. Die Kunst ihrer Anwendung wurde von der Eridani-Utopia Terraforming Corporation während der Blütezeit der Expansion der Domain zur Perfektion gebracht.",,,,
stellar_shade,GALLERY,Sternenschatten,"Die geschickte Platzierung von Sternenschirmen und Spiegeln in der Umlaufbahn von Eventide ermöglichte ideale Bedingungen in großen Teilen des sorgfältig gepflegten Territoriums. Der Großteil der Bevölkerung lebte in gepachteten städtischen Kantonen, die in Bögen und Ringen um die Halbschatten der riesigen, hellen aristokratischen Plantagenanlagen herum gebaut waren.",,,,
hegemony_bar,GALLERY,Hegemony Spaziergang Bar,"Eine Reihe von Zapfhähnen zierte die Wand unter Flaschen aus allen Kernwelten – und einigen wenigen aus anderen Regionen. Handelskapitäne mischten sich unter dienstfreie Offiziere an der Bar, die von uniformiertem Personal bedient wurden. In einer Ecke schrie und sang eine Gruppe von Marinekadetten, die verzweifelt versuchten, ihre letzte Schicht in Freiheit zu genießen.",,,,
sindria,GALLERY,Wassermelone,"Die Bienenstockstädte erholten sich nie von dem Zustrom von Flüchtlingen aufgrund der Askonia-Krise. Andrada leitete die Ressourcen stattdessen in das Militär und die damit verbundenen Industriezweige um. Unter den Stiefeln derjenigen, die das Glück und die Loyalität hatten, Positionen in der Bürokratie oder im Militärtechnologiebereich zu finden, wuchs eine verzweifelte Unterschicht heran.",,,,
bar_diktat,GALLERY,Sindrian Diktat Spaziergang Bar,"Der dunkle Eingang ließ die widerwärtigen Propagandasendungen der Durchgangsstraße hinter sich. Arbeiter, die nicht im Dienst waren, tranken ihre Rationsgutschriften an Bänken unter dem Diktat-Emblem weg. In einer Ecke bestellte eine Gruppe elegant gekleideter Offiziersbürokraten eine Runde. Und selbst hier blickte ein gerahmtes Holo des Löwen von Sindria von der Decke herab, für immer unnahbar.",,,,
tritachyon_bar,GALLERY,Tri-Tachyon Spaziergang Bar,"Die Lounge war mit vergoldeten geometrischen Mustern verziert. Säulen, die von kühlen Leuchtstoffröhren unterleuchtet wurden, hingen in der Luft. Geschickte Karrieristen und Möchtegerns in eleganten Anzügen verhandelten Geschäfte, während sie immer ausgefallenere Cocktails kauften. Ein paar Raumfahrer saßen in den niedrigen Sesseln und tranken in gedämpfter Atmosphäre, während sie unruhig zu dem hinüberblickten, was entweder abstrakte Kunst oder eine Holo-Projektionsanlage war, die von der Decke herabhing.",,,,
gilead,GALLERY,Gilead,"Das Gesicht von Gilead lächelte hinter Wolken aus reinster Seide, azurblauen Meeren und grünen Kontinenten mit sanften, hügeligen Wildnissen. Die Kirche regierte wie ein strenger Gärtner und sorgte für Frömmigkeit und Pflichtbewusstsein, um den Boden zu ehren, auf dem einst Ludd gewandelt war.",,,,
jangala_shrine,GALLERY,Schrein von Jangala,"Es gab Figuren, wie in einem überwucherten Statuenpark. Die Formen waren von Bewuchs übersät und mit Ranken bedeckt, die schwer von Fruchtkörpern waren. Eine bewegte sich. Nicht der Wind, sondern ein Pilger, der ohne Schutzanzug unterwegs war. Und es gab noch andere, die nur leichte Gewänder trugen, inmitten der feindlichen fremden Lebensformen. Leicht zu überholen.",,,,
hesperus,GALLERY,Abend,"Klöster klammerten sich an die erhabenen Landzungen, die die vulkanischen Provinzen umgaben, die sich durch das die Welt umhüllende Eis gedrängt hatten. Unsichtbar waren die Bunker, schweren Batterien und Raketensilos der Knights of Ludd. Der regierende Presbyter Orbis erklärte eine Handvoll Sonderwirtschaftszonen auf den sich verschiebenden Eisschollen; diese sendeten Willkommensgrüße aus, ihre Leuchtfeuer lockten Händler von außerhalb in den Hafen.",,,,
hesperus_shrine,GALLERY,Schrein des Hesperus,"Der Boden bestand aus einem verschweißten Feld aus Panzerplatten, die durch die unterschiedlichen Atmosphären der Welten, auf denen die Knights of Ludd kämpften und starben, zu komplizierten Mustern verwittert waren. In den Nischen standen leere Helme wie unzählige Schädel.",,,,
killa_shrine,GALLERY,Schrein von Killa,"Es gab leere Augenhöhlen, Brustkörbe, Oberschenkelknochen und Wirbelsäulen, die in Vertiefungen eingelassen und in Säulen eingebaut waren und jede Oberfläche bedeckten. Der Staub stammte von den zerfallenden Körpern, den Knochen. Wie ein Schleier bewegte er sich langsam im elektrostatischen Feld, das stark genug war, um die geringe Schwerkraft der Welt zu überwinden und in einem fast vollständigen Vakuum zu schweben.",,,,
volturn_shrine,GALLERY,Schrein von Volturn,"Es war voller Waffen, Sprengstoff, Granaten und Munitionskisten. Kisten und Regale stapelten sich hoch. Der Schrein selbst befand sich unter einem runden Sichtfenster, das eine gigantische Wassermasse zurückhielt. Ein paar Kerzen versuchten verzweifelt, zwischen den Reihen ihrer toten Kameraden ein halbwegs anständiges Flackern aufrechtzuerhalten.",,,,
volturn_shrine_fake,GALLERY,"Schrein von Volturn, Fälschung","Es war ein trauriger Anblick, dort hinten in einem Hinterzimmer, wo Reihen von Kerzen um ein hölzernes Mittelstück angeordnet waren, in das Bilder von den Leiden Ludds geschnitzt waren. Die Kerzen waren erloschen, der Schrein wurde nur von schmutzigen Bullaugen beleuchtet. „Wir haben nicht viele Besucher, wissen Sie“, sagte der Vikar.",,,,
protest,GALLERY,Protest,"Der stetige Vormarsch der Gendarmerie durchbrach die Protestlinie, Elektroschocker wurden hochgehoben und wieder gesenkt, begleitet von gedämpften Rufen und lautlosen Schreien. Drohnen, die Laserlicht blitzten, sprühten Schaum auf die sich wehrenden Menschen. Fäuste, Schilder und Handwerkzeuge waren gegen die schwer gepanzerten Beamten nutzlos.",,,,
raid_prepare,GALLERY,Vorbereitung für den Überfall,"Jede Einheit bereitete sich vor wie für eine Operation, ruhig und präzise. Die Hölle würde losbrechen, sobald die Sprengladungen die Zugangspunkte sprengten und eine wirbelnde Sturmfront aus Staub, Trümmern und Feuer, begleitet von Waffenfeuer, entstand.",,,,
raid_valuables_result,GALLERY,Raubzug auf Wertsachen,"Dumpfe, fast unterakustische Schläge waren durch die gepanzerte Masse zu spüren. Sprengladungen. Als die Marines schließlich den Tresorraum sprengten, war dies mit einer überwältigenden Kraft von Lärm und Licht verbunden. Kein unvorbereiteter Mensch hätte diesem Angriff auf die Sinne standhalten können. Sie waren geblendet, standen unter Schock.",,,,
raid_disrupt_result,GALLERY,Störungsrazzia,"Der Überfall drehte sich um nur wenige Minuten des Chaos. Die Kommunikation auf der gesamten Hemisphäre war von Störgeräuschen unterbrochen; nur Strahlungsrelais konnten den Regen elektromagnetischer Streuung inmitten von Wolken aus Störsignalen und Störungen durchdringen. Berichte über Opfer gingen ein, die Anzeigen auf der Brücke füllten sich mit einem blutigen Schimmer.",,,,
raid_covert_result,GALLERY,Verdeckte Razzia,"Die Marineeinheiten zogen sich zurück und hinterließen zerbrochene Schotten und schrille Alarmsignale inmitten sporadischer Gegenfeuer. Die MUNISEC war noch dabei, den Hafen abzuriegeln, als das letzte Raider-Shuttle abhob. Seine Triebwerke wirbelten Staub auf, der sich mit der austretenden Atmosphäre vermischte.",,,,
kazeron,GALLERY,Käse,"Kazeron war reich an exotischen Metallen, dem ehemaligen Kern eines Gasriesen, der in einer uralten himmlischen Katastrophe weggeblasen worden war. Seine industrielle Basis, die zur Versorgung der schweren Maschinen und Terraforming-Anlagen der Domain an der Grenze zu Persea errichtet worden war, wurde schnell umgerüstet, um eine Kriegsflotte zu bauen, die die XIV. Kampfgruppe zum Nachdenken brachte.",,,,
fikenhild,GALLERY,Fikenhild,"Der kleine Ozeanmond Fikenhild war das politische Zentrum des Systems, Sitz des Königs und Vertreter bei der Persean League. Die großen schwebenden Arkologien glitzerten Tag und Nacht und beherbergten die hoch angesehenen Holo-Unterhaltungsstudios von Westernesse.",,,,
ilm,GALLERY,Wetter,"Ilm war mehr als eine Firmenstadt, es war eine Firmenwelt, von den über ihr leuchtenden Orbital-Sicherheitsplattformen bis hin zu den ferngesteuerten Minen, die tief in die Erdkruste vorgedrungen waren. Das Unternehmen wurde von einem halb-militarisierten Vorstand geleitet, die Identität der Investoren war nicht öffentlich bekannt, obwohl die am wenigsten paranoiden Spekulationen auf eine Mischung aus Kapital der Liga und von Tri-Tachyon hindeuteten.",,,,
teahouse,GALLERY,Luddic Teehaus,"Ein brutaler Polizist der Sittenpolizei starrte alle Ankommenden an. Sie konnten den Laden jederzeit schließen, aber das Teehaus-Speakeasy bot eine Verbindung zu dem Handel, der für den heiligen Krieg erforderlich war. Im Inneren war es dunkel und überfüllt; der Gestank von Drogen und billigem Alkohol konkurrierte mit der Verachtung für moderne Enzymseife.",,,,
mazalot,GALLERY,Der Erstgeborene,"Sie führten dich durch eine Stadt aus verputzten Ziegeln und verrosteten Altmaterialien. Leuchtende Farben und üppige Gärten konnten das Gefühl des Verfalls gerade noch abwehren. Bald standen Sie vor großen Türen aus geätztem Metall. Die Militanten wurden von einem anderen Paar empfangen, das ähnlich bewaffnet war. Der Ranghöchste senkte seine Maske.",,,,
chalcedon,GALLERY,Chalcedon,"Die Architektur von Chalcedon tendierte oberflächlich betrachtet zum Zyklopismus. Darunter, geschützt vor den Stürmen, befanden sich dieselben billigen Fertighäuser, wie man sie in den armen Welten des Sektors sah. Der Regen ließ unangenehme Rinnsale von Flüssigkeit durch die Leitungen fließen, die sich auf schimmeligen Überdachungen sammelten. Das schwache Licht des Himmels zerfloss zu einer flachen Dunkelheit.",,,,
sentinel,GALLERY,"Sentinel, die verlorene Kolonie","Es gab eine Ansammlung von ordentlichen, niedrigen Gebäuden; Erdwerke und Rumpfplatten, übersät mit Forgeglas und sprießenden Lüftungsschächten. Die Straßen waren sauber und die Bürger trugen je nach Beruf einheitliche Kleidung. Obwohl sie Außenstehende mit offenen Blicken musterten, ließen sie sich nicht von ihren Aufgaben abbringen.",,,,
sentinel2,GALLERY,"Sentinel, die gefundene Kolonie","Man kann nicht sagen, dass sie floriert, aber die Kolonie Sentinel gewann nach der Wiedervereinigung mit dem Hegemony ein neues Gefühl der Hoffnung und Energie. Die Bürger waren fleißig, ordentlich und diszipliniert. Man ging davon aus, dass sie gute Offiziersanwärter abgeben würden, trotz leiser Einwände seitens der alten Garde von Eventide.",,,,
gate_hauler1,GALLERY,Entdeckung des Gate Hauler,"Ein Leviathan aus einer anderen Zeit, der durch seine Darstellungen in Domain Persean Sector sofort vertraut erscheint. Die majestätische Kraft lässt Offiziere und Besatzung verstummen und demütig werden. Sie versetzt sie in Ehrfurcht, als stünden sie vor dem Leichnam eines donnernden, grausamen Gottes, der einst die Lüfte beherrschte.

Es zu erwecken, das Göttliche zu berühren, muss irgendwo zwischen Sakrileg und Heiligsprechung liegen.",,,,
gate_hauler2,GALLERY,Gate Hauler im Flug,"Es handelte sich um riesige, automatisierte Raumschiffe, die die Tore transportierten, welche nahezu augenblickliche Verbindungen zwischen weit entfernten Sternen herstellten. Nach einer Reise von unzähligen einsamen Zyklen wurde das Tor in einem neuen System installiert und aktiviert, um dann eine Flut von Neuankömmlingen auszuspucken, die auf der Suche nach Ressourcen, Daten und Erfahrungen waren, um die großartige Wirtschaft und Kultur der Human Domain zu nähren.",entsperrt,,,
bombard_prepare,GALLERY,Bereiten Sie sich auf Bombardierungen vor,"„Wenn es nur darum geht, Befehle zu befolgen, bin nicht ich es, der gegen die Konvention verstößt. Dann liegt es beim Kapitän. Richtig?“",,,,
bombard_tactical_result,GALLERY,Taktisches Bombardement,"Eine Reihe ausgehöhlter Symbole zeigte die getöteten Ziele auf dem Display an. Das letzte, voll und rot, verblasste zu einem schorfigen Braun. Eine subtile Geste ließ das Bild zusammenfallen und die Symbole verschwanden alle auf einmal. Die Holomatrix schneite, dann formte sie sich wieder zum Navigationsmodus, während die Flotte in einer niedrigen Umlaufbahn stationiert blieb.",,,,
bombard_saturation_result,GALLERY,Sättigungsbombardement,"Als Loke aus dem Abgrund kam / Die erste Welt verbrannte er / Die zweite nahm er ohne einen Schuss ein / Die dritte – aufgepasst, da ist er!",,,,
crew_leaving,GALLERY,Fehlende Crew-Zahlung,"„Der Vertrag kann scheißen. Keine Credits, keine Crew.“",,,,
nav_buoy,GALLERY,Keine Boje,Eine Navigationsboje aus der Domain-Ära überwachte die Hyperfeldtopografie des lokalen Systems. Die Telemetriedaten waren für die Konfiguration und Feinabstimmung der Antriebsblasen der Flotte von großem Nutzen.,,,,
free_orbit,GALLERY,Freier Orbit,"Ich fragte ihn, was ihn immer wieder dorthin zurückzog. Der alte Raumfahrer brauchte lange, bevor er antwortete. „Weil es sauber ist“, sagte er.",,,,
sensor_array,GALLERY,Sensor-Array,"Das Array der Domain-Ära konnte ein gesamtes Sternensystem passiv überwachen und verfügte über einen Sender, der in der Lage war, verschlüsselte FTL-Daten in Echtzeit an befreundete Flotten zu übertragen. Die Telemetrie ergänzte die flottenbasierten Sensoren und erhöhte so effektiv deren Leistung und Reichweite.",,,,
sensor_array_makeshift,GALLERY,"Sensor-Array, provisorisch","Mit Hilfe von nach dem Zusammenbruch entwickelten Technologien wurden provisorische Sensorarrays gebaut, die ganze Sternensysteme passiv überwachten. Ein an Bord befindlicher Sender war in der Lage, verschlüsselte Echtzeit-FTL-Daten an befreundete Flotten zu übertragen. Diese Telemetrie ergänzte die flottenbasierten Sensoren und erhöhte deren Leistung und Reichweite effektiv.",,,,
galatia_academy,GALLERY,Galatia-Akademie,"Die Galatia Academy ist die renommierteste Universität in Persean Sector. Das Rektorat leitet Lehre und Forschung und nutzt das Netzwerk der Alumni, um Einfluss auf neue Generationen der begabtesten – oder reichsten – Studierenden zu nehmen.",,,,
fusion_lamp,GALLERY,Fusionslampe,"„Sei nicht zu beeindruckt, Wanderer. Es ist nur eine blasse Imitation von Gottes erstem Tag.“",,,,
salvor_ruins,GALLERY,Retter in den Trümmern,"Zunächst schien es leer zu sein. Ein kolossales Grab, das nie gefüllt worden war. Das Radar der Drohne zeichnete ein gespenstisches Schema, während die Lichter der Anzüge Strahlen in den hallenden Raum warfen und Staub- und Gaswolken einfingen, die durch die Öffnung aufgewirbelt worden waren. Kabel glänzten in der Dunkelheit und schlängelten sich entlang der langen Reihen von Truhen.",,,,
salvor_explore_hull,GALLERY,Erkundung verfallener Gebäude,"„Man sagt, dass ein ehemaliger Bergungsunternehmer entweder alt oder reich ist, aber niemals beides.“",,,,
dead_zero_g,GALLERY,Zero-G Tot,"„Das Schlimmste ist, die Teile zu finden. Nicht so sehr draußen, wo sie gefroren oder verbrannt sind, sondern die Teile, die haften bleiben, bis man wieder drinnen ist.“ „Zuerst riecht es nicht besonders stark, aber nach ein paar Schichten muss man seine gesamte Ausrüstung mit einem militärtauglichen Reinigungsmittel behandeln. Ich halte es nicht aus.“",,"- Bora Sidereal, Salben",,
cache_large,GALLERY,Großer Cache,"Ein riesiges Bauwerk ragte empor, dessen monolithische Facetten des Rumpfes von unzähligen Zyklen der Weltraumverwitterung gezeichnet waren. Die Hangars waren groß genug, um einen riesigen Vorrat an wertvollen Gütern zu verstecken. Oder vielleicht auch eine Flotte von mittlerer Größe.",,,,
tartessus,GALLERY,"Tartessus, die Kathedrale des Heiligen Exodus","Endlich standen Sie gemeinsam auf dem Platz unter dem Torbogen der Kathedrale des Heiligen Exodus. „Und ich fürchte, es ist der Sitz von nicht mehr als ein paar ketzerischen Lehrmeinungen“, sagte er mit leiser Stimme.",,,,
cathedral_skyline,GALLERY,Kathedrale des Heiligen Exodus,"Zwischen hoch aufragenden Säulen waren geborgene Landekapseln der frühen Luddic-Flüchtlingsschiffe angebracht, die nun in die Gewölbe integriert waren, mit Gold und Grün bemalt, mit Kerzen geschmückt und mit hängenden Glasornamenten verziert, die die Sonnenstrahlen – gefiltert durch Reihen hoher Fenster – in Tausende von Regenbogensplittern zerbrachen, die sich endlos brachen. Es war eine Ekstase des Lichts, eine Galaxie für sich.",,,,
abyssal_light,GALLERY,Tiefseelicht,"Ein kaltes Licht erfüllte den Bildschirm und hob sich deutlich von der völligen Dunkelheit des Hyperraum-Abgrunds ab. Es schien zu pulsieren, wurde mal schwächer, mal heller, ohne einem erkennbaren Muster zu folgen. Es flackerte nicht wie eine Flamme oder ein schwankendes Kommunikationssignal, sondern wie etwas, das am Rande des Bewusstseins flackerte...",,,,
